Model,Age,Art,Sport,Book/Films,Science,Travel,Cooking,Politics
Volvo S90 T5 Momentum,40,1,1,1,0,0,1,1
Porsche 911,32,0,1,1,1,0,1,0
Hyundai Tucson SE,36,0,0,0,1,0,1,0
Hyundai Veloster Base,19,1,0,0,1,1,0,1
Mercedes-Benz E-Class E 350,39,1,0,1,0,1,0,1
Mitsubishi Outlander Sport,21,1,0,1,1,1,0,0
GMC Yukon XL SLT,56,1,1,0,0,0,0,1
Ford Escape S,25,0,0,0,0,1,0,1
Chevrolet Blazer 1LT,20,0,0,1,1,1,1,0
Toyota RAV4 Hybrid LE,29,0,1,1,0,1,0,1
Hyundai Elantra SE,41,1,0,1,1,1,1,0
Acura RDX w/Technology Package,60,1,1,0,0,0,0,1
Toyota RAV4 Hybrid Limited,29,0,0,1,1,0,0,1
Jeep Commander Limited,19,0,1,1,1,0,1,0
Chevrolet Silverado 1500 1LZ,42,0,0,0,1,1,0,1
Acura RDX,21,1,1,0,1,1,0,0
Honda CR-V EX,22,0,0,1,1,0,1,0
Kia Sorento SX,41,0,0,0,1,0,1,0
Audi RS 5 2.9T,51,1,1,0,0,0,0,0
BMW M3 CS,36,1,0,0,1,1,1,0
Nissan Armada Platinum,34,0,1,1,1,1,0,1
Chevrolet Malibu 1LS,49,1,1,0,1,0,1,0
Toyota Highlander Hybrid Limited,53,0,1,0,0,1,0,0
Land Rover Discovery SE,32,0,0,1,0,0,1,0
Mercedes-Benz E-Class E 300,57,0,0,0,1,0,0,0
Mercedes-Benz CLS-Class CLS 550 4MATIC,33,1,1,1,1,0,1,1
Chevrolet Equinox Premier w/1LZ,24,0,1,1,0,0,0,0
Acura TL 3.5,57,0,1,1,0,0,0,0
Hyundai Santa Fe SE Ultimate,42,1,1,1,0,0,1,0
Cadillac XT6 AWD Premium Luxury,36,1,0,1,0,1,0,1
Lexus GX 460 Base,55,0,0,0,1,1,0,0
Mercury Grand Marquis LS,55,1,0,1,0,0,0,1
Chevrolet Silverado 1500 LT Trail Boss,28,0,1,1,1,1,1,1
Jeep Wrangler Unlimited Sahara,40,0,1,1,1,0,0,0
Mitsubishi Outlander Sport 2.0 ES,30,0,1,1,0,1,1,0
Nissan Pathfinder SV,53,0,0,1,1,0,0,1
Honda Pilot Touring 8-Passenger,47,0,1,1,0,1,1,0
Hyundai Santa Fe Limited Ultimate,47,0,1,0,1,0,1,1
Audi Q7 55 Prestige,32,0,1,0,1,0,0,0
Lexus NX 200t Base,47,1,1,0,0,1,0,1
Mercedes-Benz GL-Class GL 450 4MATIC,40,1,1,0,1,1,0,0
Mercedes-Benz GLS 450 4MATIC,26,1,0,1,0,0,0,1
Chrysler Pacifica Touring-L,18,1,0,1,1,0,0,0
Volkswagen Atlas Cross Sport 2.0T S,40,1,0,0,0,1,1,1
RAM 1500 Limited,39,1,1,0,0,0,0,0
Volvo XC60 B5 Inscription,59,1,0,1,1,1,0,0
Lexus LS 430 Base (A6),48,0,0,0,1,0,1,1
Nissan Altima 2.5 Platinum,38,0,0,0,1,0,1,0
Ford Mustang GT,37,0,1,0,0,0,1,1
INFINITI Q50 3.0t Sport,53,1,0,1,0,1,1,1
Land Rover Defender 110 X,45,0,0,1,1,0,0,1
BMW Z4 sDrive35i,45,1,1,1,1,1,0,1
Audi RS 5 4.2,53,1,1,0,0,0,0,1
Porsche 718 Boxster S,38,1,1,1,1,0,1,0
Buick LaCrosse Premium,36,0,1,1,1,1,0,0
BMW 330 Gran Turismo i xDrive,57,1,0,0,0,1,0,0
Volkswagen Atlas 3.6L SEL Premium,49,0,0,0,1,1,0,1
Honda HR-V LX,26,1,1,0,0,0,1,0
BMW Z4 sDrive30i,21,1,1,1,0,0,1,0
Volvo V60 T5 Premier,42,0,0,1,1,0,0,0
Ford Focus RS Base,40,1,0,0,0,1,0,0
Bentley Continental GT V8,37,1,1,1,0,1,0,1
Kia Soul GT-Line 1.6L,42,1,0,0,1,1,0,0
Kia Sportage LX,34,1,0,1,1,0,0,1
Acura RDX Advance Package,51,1,1,1,1,1,0,1
Kia Cadenza Technology,37,0,0,0,0,1,0,0
Lexus RX 350 350,40,1,0,1,0,0,0,0
Jeep Renegade Limited,20,1,0,1,1,0,0,1
Scion xB Base,32,1,1,0,1,0,1,1
Lexus IS-F Base,23,1,0,1,0,0,0,0
GMC Acadia Limited Limited,44,1,1,1,1,1,0,0
Honda Passport EX-L,22,0,0,0,1,1,0,1
Toyota Tacoma SR,45,0,1,0,0,1,0,1
Cadillac XT5 Premium Luxury,18,0,1,0,1,0,1,1
Nissan Frontier PRO-4X,43,0,1,1,0,1,1,0
BMW 535 i,28,0,1,1,1,0,1,0
Toyota Corolla LE,18,0,1,0,0,1,1,0
Subaru Forester Touring,38,1,0,1,0,0,1,1
Honda Accord Touring,58,0,0,0,1,0,0,0
Hyundai Santa Fe GLS,50,0,1,1,1,0,1,0
Toyota Avalon Limited,34,1,1,0,1,1,0,0
Chevrolet Trax LS,53,1,0,1,1,1,0,0
Hyundai Sonata N Line Night Edition,18,1,0,1,0,1,1,0
Lexus GS 350 F Sport,38,1,0,0,1,0,1,0
Dodge Journey Crossroad,54,1,1,0,0,0,0,0
Volkswagen Jetta GLI 2.0T Autobahn,60,0,0,0,0,0,1,1
Kia Sorento EX V6,60,1,1,0,1,1,0,0
Acura MDX 3.5L Technology Package,33,0,1,1,0,1,0,0
BMW 540 i,36,0,0,1,0,0,1,1
Audi e-tron Premium Plus,36,1,1,0,0,1,0,0
Porsche Taycan Base,57,1,1,1,0,1,1,0
Cadillac Escalade ESV Luxury,44,1,1,1,0,1,1,1
Jeep Compass Latitude,18,1,0,1,1,0,0,0
Chevrolet Suburban High Country,38,0,1,0,1,0,1,1
BMW X6 xDrive35i,24,1,0,1,0,0,1,0
Land Rover Range Rover Velar S R-Dynamic,33,1,1,1,1,1,1,1
Nissan Maxima Platinum,32,1,1,1,0,1,1,0
Acura RDX Base,38,1,0,0,0,0,0,0
Buick Encore GX Select,57,1,1,1,0,0,0,1
Mercedes-Benz AMG GLE 53 4MATIC Coupe,22,0,1,1,1,0,1,0
Porsche Macan S,43,0,1,0,1,0,0,1
Buick Enclave Premium,33,1,0,1,0,0,0,1
Toyota Tacoma TRD Off Road,57,0,0,1,0,1,0,0
BMW X5 xDrive35i,38,1,0,0,1,0,0,0
Lincoln MKZ Reserve,51,0,1,0,0,0,0,1
Maserati Ghibli Base,56,0,0,0,1,1,1,1
Land Rover Defender X,42,1,0,1,1,1,0,0
BMW X6 M50i,38,0,0,0,1,1,1,0
Chevrolet Silverado 1500 High Country,59,1,1,1,1,0,1,1
Subaru Outback 3.6R Touring,33,1,0,1,1,0,0,1
Audi Q5 45 Premium Plus,20,0,1,0,0,0,0,0
Lincoln MKZ Base,58,1,0,1,0,0,1,0
Mazda Mazda3 i SV,60,0,0,1,1,1,1,1
INFINITI Q50 3.0t Red Sport 400,27,1,1,1,1,0,0,0
Subaru Impreza Limited,46,1,1,1,0,0,0,0
GMC Acadia SLE-1,31,0,0,0,0,1,0,1
Audi S3 2.0T Premium Plus,57,0,0,1,1,0,0,1
Honda Pilot EX-L,46,0,0,1,1,0,1,0
Mercedes-Benz CLS-Class CLS 63 AMG,40,1,1,0,0,1,1,0
Dodge Durango GT Plus,38,0,0,0,0,0,0,1
Chevrolet Cruze 1LT,23,0,1,0,0,1,1,0
BMW Z4 2.5i Roadster,29,1,1,1,0,1,0,1
Tesla Model X 75D,19,1,1,0,1,1,1,0
Porsche Boxster,33,1,1,1,1,0,1,1
Ford F-150 Lariat,32,0,1,0,0,0,0,0
Chevrolet Tahoe LS,53,1,0,0,1,0,1,1
Cadillac XT6 AWD Sport,29,0,0,0,0,1,0,1
BMW 228 Gran Coupe i xDrive,46,0,1,1,1,1,1,0
Honda Accord LX,19,1,1,1,0,0,1,0
Jaguar F-TYPE Premium,31,1,0,0,0,0,1,0
Volkswagen Golf R 4-Door,22,1,0,0,1,0,0,0
Audi Q5 Premium,24,1,0,1,0,1,0,0
Subaru XV Crosstrek 2.0i Premium,59,1,0,0,1,0,1,1
Subaru Forester 2.5X,40,1,1,0,1,1,1,1
Chrysler Town & Country Touring-L,56,0,0,1,0,0,0,1
Cadillac XT6 Sport AWD,58,0,1,0,1,0,1,1
Audi Q7 3.0T Premium Plus,44,1,0,1,1,0,1,1
Audi A7 3.0T Prestige,54,1,1,0,1,1,0,0
Lexus RX 350 RX 350,56,0,1,0,0,0,1,0
Porsche 718 Cayman S,55,0,1,1,0,1,0,1
Audi Q5 45 Prestige,29,0,0,1,1,0,1,1
Acura ILX Premium & A-SPEC Packages,33,1,0,1,1,1,1,0
Chevrolet Tahoe LTZ,25,0,1,0,0,0,1,1
Hyundai Elantra GLS,21,1,1,0,0,0,0,1
Mercedes-Benz GLK-Class GLK 350 4MATIC,45,0,1,0,1,1,0,0
Kia Sorento LX V6,22,0,1,0,0,0,0,1
Mercedes-Benz GLE 350 4MATIC,51,0,0,1,1,1,0,0
Nissan Maxima 3.5 S,46,1,0,1,0,0,0,1
BMW 328 i,33,1,1,1,0,0,0,0
Audi A7 3.0T Premium Plus,19,0,0,1,1,1,1,1
Honda Pilot Touring,55,0,0,0,1,0,1,0
Dodge Charger R/T Scat Pack,36,0,0,0,0,1,1,1
Subaru Outback 3.6R Limited,23,1,0,0,0,1,0,0
Mercedes-Benz GLC 300 4MATIC Coupe,38,1,0,1,1,1,1,1
Hyundai Santa Fe Limited 2.0T,46,1,0,0,0,1,1,1
Kia Seltos LX,59,0,1,0,0,1,1,0
Audi A6 2.0T Premium Plus quattro,33,0,0,0,1,1,1,0
BMW 750 i xDrive,20,0,0,0,0,0,1,1
Kia Telluride EX,21,0,1,0,0,1,1,0
Jaguar F-TYPE S,23,1,0,0,1,0,1,1
Acura TLX Advance,53,0,1,1,1,0,0,0
Hyundai Santa Fe Calligraphy,52,1,1,0,0,0,0,1
Mercedes-Benz CLA 250 Base,28,1,1,1,1,1,1,1
Audi A6 3.0T Prestige,31,1,0,0,1,0,1,0
Alfa Romeo Stelvio Base,31,1,0,0,1,0,1,1
Mazda CX-5 Carbon Edition Turbo,48,0,1,1,0,0,1,1
Mercedes-Benz E-Class E 450 4MATIC,24,0,1,0,1,1,1,0
Toyota Sienna SE,55,0,1,1,1,0,1,0
BMW M550 M550i xDrive,28,0,1,0,0,1,0,1
BMW 320 i,54,0,1,1,1,0,0,0
Mercedes-Benz GLC 300 Base,54,1,0,0,0,1,1,1
Ford Escape Titanium,54,0,0,1,0,1,0,1
Honda Accord Touring 2.0T,26,0,0,1,0,1,1,0
Mercedes-Benz AMG E 63 S 4MATIC,45,1,1,1,0,1,0,0
Tesla Model X Performance,40,1,1,1,1,0,0,0
Cadillac CT6 3.0L Twin Turbo Luxury,37,1,0,0,0,0,1,1
Chrysler 200 Limited,53,0,1,0,1,0,0,1
Audi A6 2.0T Premium Plus,28,1,0,1,1,1,1,0
BMW 330 i,42,1,1,0,0,0,1,0
Dodge Charger Scat Pack,56,0,1,1,0,1,1,0
GMC Sierra 3500 Denali,42,1,1,1,0,1,0,0
Honda Passport Sport,49,1,0,0,0,1,0,1
GMC Sierra 1500 AT4,59,0,1,1,0,1,1,0
Mazda Mazda3 Premium Plus,49,0,0,0,1,1,0,1
Lincoln MKZ Premiere,58,0,1,1,1,1,0,1
Dodge Dakota Big Horn/Lone Star,35,1,0,0,0,0,1,0
Audi A3 2.0T Premium Plus,58,1,0,0,1,1,0,1
Jeep Grand Cherokee 80th Anniversary,28,1,0,0,1,1,1,1
Volkswagen Tiguan 2.0T SEL,19,0,0,0,0,0,1,1
INFINITI Q70 3.7X,39,0,0,0,0,0,1,1
Honda Pilot Touring 7-Passenger,35,0,0,0,1,0,1,1
INFINITI QX80 Luxe,26,0,1,1,1,0,1,1
Mercedes-Benz CLS 450 Base,27,0,1,0,1,1,0,0
Kia Optima S,26,1,1,1,0,1,1,1
Audi Q7 2.0T Premium Plus,54,1,0,0,1,1,1,0
Ford Fusion SE,39,0,0,0,1,0,1,0
Toyota 4Runner SR5 Premium,31,1,1,1,0,0,0,1
Acura TLX Tech,44,0,0,0,1,0,1,0
Land Rover Range Rover Sport SE,27,1,1,0,0,0,1,1
INFINITI Q50 Base,45,0,0,0,1,1,1,0
Acura MDX 3.5L w/Technology Package,49,0,0,1,1,0,1,1
Mazda CX-9 Carbon Edition,32,1,1,1,0,0,1,0
Chrysler Town & Country Touring Plus,22,1,1,0,1,0,0,1
BMW 428 i SULEV,56,1,0,1,0,1,1,1
Toyota RAV4 Sport,23,0,0,1,1,1,1,0
BMW 435 i xDrive,45,1,0,0,1,1,0,0
Acura TL 3.2,47,1,1,1,0,1,0,1
Acura MDX Base,40,0,0,1,1,0,1,1
Cadillac Escalade Platinum,53,0,0,0,1,0,0,0
Jaguar F-TYPE R,51,0,0,1,0,0,1,1
GMC Acadia SLE,56,1,1,0,1,0,1,0
Porsche Cayenne Platinum Edition,43,1,0,0,0,0,0,0
Acura TLX FWD,58,1,0,1,0,1,0,1
Land Rover Range Rover Evoque SE,36,0,1,1,0,0,1,1
BMW 530 i,52,1,0,0,1,1,1,1
Toyota C-HR XLE,27,1,0,0,0,1,0,1
Kia Forte FE,46,0,0,1,0,0,1,0
Jaguar F-PACE 25t R-Sport,46,0,0,0,0,1,1,0
Hyundai Santa Fe XL Limited Ultimate,18,0,1,0,1,0,0,1
Subaru Forester Premium,24,0,1,0,0,0,0,1
Hyundai Tucson SEL,41,0,0,1,1,1,0,0
Kia Sorento S,45,0,0,1,1,1,0,0
Acura RDX AcuraWatch Plus Pkg,46,0,1,1,1,0,1,0
Chrysler Town & Country Limited Platinum,39,0,0,0,1,0,0,0
Land Rover Range Rover Sport HSE,43,0,0,1,0,1,1,0
Mercedes-Benz E-Class E 400,19,0,0,0,1,0,0,0
Nissan Juke SV,42,1,1,0,0,0,0,0
Subaru Impreza 2.0i Premium,59,1,0,1,0,1,0,1
Jaguar F-PACE SVR,60,1,0,0,0,0,0,1
Toyota Camry XLE,43,0,0,1,0,1,1,1
Volkswagen Passat 2.0T R-Line,20,0,1,1,1,0,0,0
Toyota Tundra SR,18,1,1,1,1,0,1,0
Honda CR-V LX,18,0,0,1,1,0,1,1
Hyundai Santa Fe SEL,53,0,0,1,1,1,1,1
Jeep Grand Cherokee SRT,30,1,1,0,0,0,1,1
Jaguar F-PACE 35t R-Sport,34,1,0,1,0,1,1,0
Chevrolet Trax LT,52,1,0,0,0,0,0,1
BMW X5 M50i,45,0,0,1,1,1,1,0
Acura RDX A-Spec,28,1,0,0,0,1,0,1
Ford EcoSport Titanium,57,0,0,1,1,1,1,1
Subaru Ascent Limited 8-Passenger,43,1,0,1,0,0,0,1
Hyundai Tucson GLS,19,0,0,0,0,0,1,0
Land Rover Discovery Landmark,21,1,1,0,0,0,1,0
Chevrolet Cruze LT,44,0,1,0,1,0,1,1
Mercedes-Benz SL-Class SL500 Roadster,24,1,1,1,1,1,1,1
Land Rover Range Rover 5.0L Supercharged Autobiography,58,1,1,0,0,1,0,1
Land Rover Range Rover 5.0 Supercharged LWB,51,0,0,1,1,0,1,0
Toyota Tacoma,60,0,1,1,0,0,1,0
Volkswagen Atlas Cross Sport 3.6L V6 SEL,38,0,0,0,0,0,1,0
Audi A8 L 4.0T,57,0,0,0,0,1,0,0
Cadillac Escalade Premium,55,1,0,1,0,1,0,0
Chevrolet Equinox LT,57,0,1,0,1,1,1,0
Porsche Macan 4DR SUV AWD,40,0,1,1,1,0,1,0
Audi Q7 3.0 Premium Plus,18,0,0,0,1,0,1,0
Land Rover Range Rover 5.0L Supercharged,29,0,1,0,1,0,1,1
Cadillac CTS 2.0L Turbo Luxury,41,1,0,1,0,1,0,1
Subaru Ascent Premium,27,0,1,1,0,0,0,0
Tesla Model Y Performance,20,0,0,0,0,0,1,1
Lamborghini Urus,25,1,0,0,0,0,1,0
MINI Countryman Cooper S,26,1,1,0,1,0,1,1
Volvo XC90 T6 Inscription 7 Passenger,22,0,1,0,0,1,1,1
Audi Q5 S line Premium,43,0,1,0,0,1,0,0
Dodge Grand Caravan GT,43,1,0,0,1,1,0,0
Dodge Charger SRT 392,53,0,0,1,0,1,0,0
Jaguar F-PACE S,60,0,0,0,0,1,1,0
Lexus ES 350 Luxury,40,0,0,0,0,1,1,0
Volkswagen Beetle Auto 1.8T,43,1,1,1,1,0,1,1
Chevrolet Corvette Stingray Z51,37,0,1,0,0,0,1,1
Audi Q5 2.0T Tech Premium,55,0,1,0,1,1,0,1
Volvo XC90 T6 Momentum,31,1,0,0,0,1,1,0
Hyundai Elantra Limited,19,0,1,1,1,1,1,0
BMW X3 xDrive30i,50,1,1,1,1,0,1,1
Chevrolet Malibu 1LT,49,0,0,1,0,0,0,0
Lexus LC 500 Base,48,0,0,0,1,1,1,0
Audi S4 3.0T Premium Plus,54,1,0,1,0,1,1,1
Lexus UX 250h Base,42,1,1,0,1,0,1,0
Volkswagen Jetta SE,20,1,0,0,0,1,0,0
Acura MDX 3.7L Advance,56,1,0,0,0,1,1,1
Cadillac DTS Performance,24,0,1,0,0,0,1,1
Audi Q3 S line Premium Plus,49,0,0,0,1,1,1,1
Ferrari GTC4Lusso V12,45,1,1,0,0,1,0,1
Mercedes-Benz M-Class ML 350,43,0,0,0,1,1,1,0
Jeep Grand Cherokee High Altitude,57,0,0,0,1,0,1,1
Buick Enclave Avenir,42,1,0,1,0,1,0,0
Hyundai Santa Fe Sport 2.0L Turbo,50,0,0,1,0,1,1,1
Acura TLX V6,53,0,1,0,0,1,0,1
Chevrolet Equinox 1LT,25,0,0,1,1,1,0,0
Hyundai Kona SEL,22,1,0,1,1,0,0,0
Volvo V90 Cross Country T6,51,0,0,0,1,1,1,1
Lexus ES 350 F Sport,47,1,1,0,1,1,1,0
Acura TSX 2.4,27,0,0,1,0,0,0,1
RAM 1500 Rebel,24,1,1,0,1,0,1,0
Subaru Impreza 2.0i,40,1,1,1,1,1,1,0
BMW 640 Gran Turismo i xDrive,39,1,0,0,1,0,1,1
Kia Forte LX,59,1,0,0,1,1,0,1
GMC Acadia SLE-2,43,0,1,0,0,1,1,1
Porsche 911 Carrera GTS,59,1,0,1,0,1,1,1
Mercedes-Benz GLB 250 Base,55,1,1,1,1,0,1,0
Tesla Model X 70D,47,1,0,0,1,1,1,0
Nissan Versa 1.6 S+,54,1,0,1,0,0,0,1
Mercedes-Benz GLE 450 AWD 4MATIC,36,1,1,1,0,1,0,1
Chrysler 300C Base,44,1,0,1,0,0,1,1
Hyundai Palisade Limited,35,1,1,1,1,0,1,0
Kia Seltos S,39,1,0,1,1,1,0,1
BMW 530 i xDrive,58,0,0,1,0,0,0,0
Cadillac CT6 3.6L Luxury,59,1,1,1,1,0,1,0
Audi A6 55 Premium Plus,33,0,1,1,0,0,1,1
Mercedes-Benz AMG S 63 4MATIC,36,1,1,1,1,1,1,1
FIAT 500L Easy,35,1,1,0,0,0,0,0
Cadillac Escalade Luxury,22,0,1,1,1,0,0,0
Ford Expedition Limited,19,1,1,0,1,1,0,0
Ford Edge SE,20,1,0,0,1,0,0,1
Dodge Challenger R/T Scat Pack,39,0,0,0,0,1,1,0
BMW X7 xDrive40i,24,0,1,0,1,1,1,1
Dodge Challenger GT,48,0,0,0,0,0,0,1
Lexus RX 350L L,47,1,1,1,1,1,1,1
Mercedes-Benz AMG GT 63 4-Door,47,0,1,1,0,0,0,1
BMW M6 Base,47,1,1,0,1,0,1,1
Dodge Charger SE,59,1,0,1,1,1,1,0
Acura MDX Sport Hybrid 3.0L w/Technology Package,47,0,1,1,1,1,1,1
BMW 328 i xDrive,26,0,1,1,1,0,0,1
Mercedes-Benz GLS 450 GLS 450,52,0,0,1,1,1,0,0
Toyota Sienna LE,18,1,0,0,0,1,1,0
BMW X5 PHEV xDrive45e,37,0,0,1,0,0,0,1
Mercedes-Benz CLS-Class CLS 63 AMG S-Model 4MATIC,31,0,1,0,1,1,1,0
Jeep Grand Cherokee L Summit,37,0,1,0,0,0,1,0
Mercedes-Benz AMG GLE 43 Coupe 4MATIC,45,1,0,0,0,1,1,1
Tesla Model Y Long Range,25,0,0,1,1,0,1,1
BMW 750 Li,37,0,1,1,1,1,1,0
Buick Encore Sport Touring,26,0,1,1,1,0,0,0
INFINITI QX60 Luxe,42,1,0,0,1,0,1,0
Audi S5 3.0T Premium Plus,44,1,0,1,1,0,1,0
Volvo V90 Cross Country T5,32,0,1,1,0,1,0,1
Maserati Levante S,47,1,1,1,0,0,1,0
Land Rover Range Rover P525 HSE LWB,33,0,0,0,0,0,0,0
Subaru Forester 2.5i Touring,19,1,1,1,0,1,0,0
Cadillac CTS 3.6L Luxury,24,0,1,1,1,1,0,0
Mazda Mazda3 FWD w/Preferred Package,38,0,1,0,1,0,1,1
Lincoln Corsair Reserve,37,1,0,1,0,0,1,1
Mercedes-Benz AMG C 43 Base 4MATIC,59,1,0,1,0,1,0,1
Toyota 4Runner Limited,21,0,1,1,1,1,0,0
Toyota Highlander Platinum,25,0,0,1,1,1,1,1
Volkswagen Atlas 3.6 V6 SEL,50,0,0,0,0,1,0,0
Chevrolet Cruze LTZ,29,1,0,0,1,0,0,1
BMW M3 Base,59,0,0,1,0,1,1,1
Ford Edge Titanium,60,1,1,0,1,1,1,0
Lexus IS 300 IS 300 F SPORT,38,1,1,0,1,1,1,0
Jeep Compass Trailhawk,50,1,1,0,0,0,1,0
Scion tC Base,31,0,1,0,1,1,1,0
Hyundai Kona Limited,27,1,1,0,1,0,0,0
Lexus LS 460,40,1,1,1,0,0,1,0
Chevrolet Suburban Z71,44,0,0,1,1,1,0,0
Lexus NX 200t F Sport,19,1,1,1,0,1,1,0
Chevrolet Traverse RS,42,0,0,1,1,1,0,0
Mazda Mazda3 s,27,1,1,1,1,1,0,1
BMW 528 i xDrive,52,1,1,1,1,1,0,0
Mercedes-Benz C-Class C 300 4MATIC,24,0,0,0,0,1,1,0
Maserati GranTurismo Sport,27,1,1,0,0,1,1,0
Hyundai Genesis 3.8,25,1,0,1,1,1,1,1
Cadillac CTS Performance,41,1,1,1,0,1,1,1
Lexus RX 350L Premium,51,1,1,0,1,1,0,1
BMW X3 M Base (A8),27,0,0,1,0,0,1,0
Ford Fusion SEL,18,0,0,0,0,0,0,0
Nissan Rogue Sport SV,54,0,1,0,0,1,1,0
Lamborghini Urus Base,37,0,0,1,0,0,1,1
Honda Pilot EX-L w/ Navigation,18,1,1,0,0,1,0,1
Lincoln Nautilus Reserve,42,0,0,0,1,1,1,0
Mercedes-Benz CLA-Class CLA 250,38,0,0,1,1,1,0,0
Lincoln Corsair Standard,50,1,1,1,1,1,0,0
Honda HR-V EX,44,1,0,1,0,1,0,0
Porsche Panamera 4,56,0,0,0,0,0,1,1
Audi A4 2.0T Premium Plus quattro,18,1,0,1,1,0,1,1
Subaru Outback Limited,47,1,1,1,0,0,1,0
Mercedes-Benz GLS 580 Base 4MATIC,37,0,1,0,1,0,0,0
Toyota Mirai Base,45,0,0,0,0,0,0,0
Toyota Camry Hybrid SE,18,1,1,1,0,0,1,1
Toyota Sienna Limited,32,0,0,1,0,1,0,1
Jeep Grand Cherokee L Limited,50,0,1,0,0,1,0,1
Audi A4 40 Premium,38,1,0,1,1,0,1,0
Toyota Corolla Hatchback SE,37,1,0,1,1,0,0,0
BMW 430 i xDrive,49,0,0,0,0,0,0,1
Jeep Wrangler Unlimited Sahara Altitude,33,0,0,0,1,1,1,1
Hyundai Santa Fe Ultimate 2.0T,20,1,0,1,0,1,0,0
Ford Taurus SES,24,0,1,1,0,1,0,1
Land Rover Range Rover Velar P250 S,53,1,0,0,1,0,1,0
Volkswagen Tiguan 2.0T Sport,55,1,0,0,1,1,0,0
Ford Expedition EL Limited,54,0,0,0,0,1,0,0
Dodge Charger SXT Plus,37,1,0,1,1,1,0,1
Honda Ridgeline Black Edition,45,0,1,0,0,0,0,0
Land Rover Range Rover 3.0L Supercharged HSE,49,0,0,0,1,0,0,0
Land Rover Defender 110 X-Dynamic HSE,34,1,1,0,0,0,1,1
Nissan Pathfinder S,27,0,1,0,0,1,1,0
Ford Mustang EcoBoost,39,0,0,1,1,0,1,0
Dodge Durango SRT Hellcat,45,1,1,0,1,0,1,1
Mercedes-Benz GLC 300 Base 4MATIC,57,1,0,1,0,1,1,1
BMW X4 xDrive30i,45,1,0,0,1,0,0,0
Honda Civic EX-L,58,1,1,1,1,1,1,1
Ford Mustang Mach-E Premium,59,1,0,1,1,0,0,1
Ford Flex Limited,18,1,1,0,0,1,0,0
Toyota Sienna XSE 7 Passenger,39,1,1,0,0,1,0,1
BMW X5 xDrive40i,53,0,1,0,1,1,1,0
GMC Terrain Denali,60,1,0,1,1,0,1,0
Buick Encore Preferred,58,0,0,0,0,0,0,1
Mercedes-Benz CLA 250 Base 4MATIC,44,0,0,0,0,1,1,1
Jeep Grand Cherokee Trailhawk,42,0,1,0,0,0,1,0
Chrysler Aspen Limited,58,0,0,0,1,0,0,0
Audi Q5 Premium Plus,20,1,1,0,0,1,1,1
BMW M5 Competition,48,1,0,0,0,1,1,0
Acura TLX A-Spec,43,1,0,1,0,0,0,0
Toyota Highlander SE,44,1,1,1,1,0,1,1
Kia Optima LX,36,0,1,1,1,1,0,0
Volkswagen Atlas 2.0T S,59,1,0,1,1,0,0,1
Mitsubishi Outlander Sport SE,52,0,1,0,1,0,1,1
Alfa Romeo Stelvio Ti,30,1,1,0,0,0,1,0
Volvo S90 T6 Inscription,33,1,1,1,1,0,1,0
Chevrolet Silverado 1500 RST,34,0,0,0,0,1,0,0
Ford Transit Connect XL,48,0,0,0,1,0,0,1
Mazda Mazda3 AWD w/Preferred Package,27,1,0,1,0,0,0,1
Chevrolet Corvette Grand Sport,35,0,0,0,0,1,1,1
Nissan Murano SV,55,1,1,0,0,0,0,0
Ford F-150 XLT,25,1,0,1,0,1,0,0
Toyota 4Runner TRD Pro,26,0,1,0,1,1,0,0
BMW 440 Gran Coupe i xDrive,39,1,1,0,1,0,0,0
Honda Pilot EX-L w/Navigation/RES,23,0,1,0,0,0,0,1
Subaru Outback 2.5i Limited,18,0,1,1,0,1,0,1
Volvo XC90 T6 Inscription,23,1,1,1,1,0,1,1
Mercedes-Benz E-Class E 63 AMG S-Model 4MATIC,24,0,1,0,1,1,0,0
Genesis G70 2.0T,44,0,0,0,1,0,1,0
Chevrolet Spark 1LT,54,1,0,1,0,1,1,1
Lincoln MKZ Hybrid Reserve I,54,1,0,1,0,1,0,1
INFINITI Q50 3.0T Red Sport 400,43,0,0,0,0,1,1,1
Hyundai Santa Fe SEL 2.4,41,0,1,0,0,1,1,0
Acura RDX Base (A10),53,0,0,0,1,0,1,0
BMW X6 sDrive35i,48,1,1,0,0,0,0,0
Honda Civic Sport,27,0,1,1,1,1,1,1
Subaru Impreza 2.0i Sport,59,1,0,0,1,0,1,1
Cadillac CT4 Premium Luxury,37,1,1,1,0,0,1,0
Land Rover Range Rover Sport 3.0L Supercharged HSE Dynamic,58,1,1,0,1,0,0,0
Chevrolet Traverse High Country,54,1,1,0,0,1,1,1
Subaru Outback Onyx Edition XT,52,0,1,1,1,0,1,0
Kia Forte S,27,0,0,0,1,0,1,1
BMW X5 4.8i,53,0,0,0,0,0,0,0
Chevrolet Traverse LTZ,49,0,1,0,1,1,1,0
Jeep Grand Cherokee Laredo,18,0,1,1,1,0,0,0
Nissan Altima 2.5 SL,44,0,0,1,1,1,1,0
Honda Pilot Special Edition,23,1,1,1,1,1,0,1
Audi A4 Premium Plus,46,1,0,1,0,0,0,1
Lexus NX 300 F-SPORT,48,0,1,1,1,0,1,0
Ford Expedition Platinum,29,1,0,0,1,1,0,0
Chevrolet Impala LS,41,1,1,0,1,1,1,1
Subaru Forester 2.5i Premium,22,0,1,1,1,1,1,0
